Order_ID,Order_Date,Customer_ID,Product_ID,Salesperson_ID,Region_ID,Units_Sold,Unit_Price,Cost_Price,Revenue,Profit,Region_Name,Country,Year,Order_Year,Product_Name,Profit_Unit,Day,Month_Name
14415,2024-03-14,823,3,14,4,12,474,408,5688,792,West,GERMANY,2024,2024,Tablet,66.0,Thursday,March
14416,2023-10-27,501,2,4,4,14,787,546,11018,3374,West,GERMANY,2023,2023,Smartphone,241.0,Friday,October
14417,2023-11-29,540,2,20,3,2,787,712,1574,150,East,INDIA,2023,2023,Smartphone,75.0,Wednesday,November
14418,2023-05-12,671,1,6,1,10,1318,1036,13180,2820,North,USA,2023,2023,Laptop,282.0,Friday,May
14419,2023-11-21,701,6,17,2,12,489,212,5868,3324,South,GERMANY,2023,2023,Printer,277.0,Tuesday,November
14420,2025-01-15,937,5,13,1,10,943,732,9430,2110,North,USA,2025,2025,Headphones,211.0,Wednesday,January
14421,2023-07-27,17,3,15,2,5,474,266,2370,1040,South,GERMANY,2023,2023,Tablet,208.0,Thursday,July
14422,2024-09-01,101,1,6,3,1,1318,1144,1318,174,East,INDIA,2024,2024,Laptop,174.0,Sunday,September
14423,2024-04-14,478,1,6,1,7,1318,1031,9226,2009,North,USA,2024,2024,Laptop,287.0,Sunday,April
14424,2025-03-10,52,3,13,2,6,474,371,2844,618,South,GERMANY,2025,2025,Tablet,103.0,Monday,March
14425,2024-12-03,623,6,5,3,6,489,270,2934,1314,East,INDIA,2024,2024,Printer,219.0,Tuesday,December
14426,2023-11-18,433,5,11,3,8,943,793,7544,1200,East,INDIA,2023,2023,Headphones,150.0,Saturday,November
14427,2023-11-25,355,6,16,1,4,489,434,1956,220,North,USA,2023,2023,Printer,55.0,Saturday,November
14428,2025-04-20,459,3,19,2,5,474,269,2370,1025,South,GERMANY,2025,2025,Tablet,205.0,Sunday,April
14429,2024-05-04,148,3,4,4,2,474,313,948,322,West,GERMANY,2024,2024,Tablet,161.0,Saturday,May
14430,2024-04-01,265,2,1,2,7,787,640,5509,1029,South,GERMANY,2024,2024,Smartphone,147.0,Monday,April
14431,2024-01-26,45,3,9,3,13,474,407,6162,871,East,INDIA,2024,2024,Tablet,67.0,Friday,January
14432,2024-11-12,6,6,2,2,14,489,251,6846,3332,South,GERMANY,2024,2024,Printer,238.0,Tuesday,November
14433,2023-09-25,93,4,9,4,7,1270,1090,8890,1260,West,GERMANY,2023,2023,Monitor,180.0,Monday,September
14434,2025-02-25,468,5,15,3,8,943,860,7544,664,East,INDIA,2025,2025,Headphones,83.0,Tuesday,February
14435,2024-12-24,977,6,7,2,5,489,431,2445,290,South,GERMANY,2024,2024,Printer,58.0,Tuesday,December
14436,2023-08-15,951,3,8,4,4,474,216,1896,1032,West,GERMANY,2023,2023,Tablet,258.0,Tuesday,August
14437,2023-12-28,567,6,11,1,9,489,314,4401,1575,North,USA,2023,2023,Printer,175.0,Thursday,December
14438,2024-03-13,354,3,2,2,6,474,284,2844,1140,South,GERMANY,2024,2024,Tablet,190.0,Wednesday,March
14439,2025-02-21,442,3,7,3,11,474,261,5214,2343,East,INDIA,2025,2025,Tablet,213.0,Friday,February
14440,2024-08-23,570,2,8,1,6,787,529,4722,1548,North,USA,2024,2024,Smartphone,258.0,Friday,August
14441,2024-03-13,49,6,3,1,5,489,240,2445,1245,North,USA,2024,2024,Printer,249.0,Wednesday,March
14442,2024-06-10,404,6,13,3,10,489,397,4890,920,East,INDIA,2024,2024,Printer,92.0,Monday,June
14443,2025-01-16,868,3,18,4,10,474,301,4740,1730,West,GERMANY,2025,2025,Tablet,173.0,Thursday,January
14444,2024-01-19,592,6,4,2,12,489,229,5868,3120,South,GERMANY,2024,2024,Printer,260.0,Friday,January
14445,2025-05-06,165,5,3,3,10,943,845,9430,980,East,INDIA,2025,2025,Headphones,98.0,Tuesday,May
14446,2024-12-19,991,3,19,2,14,474,203,6636,3794,South,GERMANY,2024,2024,Tablet,271.0,Thursday,December
14447,2023-08-04,948,1,13,2,10,1318,1196,13180,1220,South,GERMANY,2023,2023,Laptop,122.0,Friday,August
14448,2024-03-22,778,2,2,4,14,787,734,11018,742,West,GERMANY,2024,2024,Smartphone,53.0,Friday,March
14449,2024-08-09,362,1,10,4,5,1318,1029,6590,1445,West,GERMANY,2024,2024,Laptop,289.0,Friday,August
14450,2023-09-22,956,1,20,3,9,1318,1141,11862,1593,East,INDIA,2023,2023,Laptop,177.0,Friday,September
14451,2023-06-27,113,1,14,4,13,1318,1090,17134,2964,West,GERMANY,2023,2023,Laptop,228.0,Tuesday,June
14452,2024-05-11,277,4,1,1,3,1270,1192,3810,234,North,USA,2024,2024,Monitor,78.0,Saturday,May
14453,2024-02-18,251,4,9,3,13,1270,1101,16510,2197,East,INDIA,2024,2024,Monitor,169.0,Sunday,February
14454,2023-07-02,527,4,17,1,15,1270,1011,19050,3885,North,USA,2023,2023,Monitor,259.0,Sunday,July
14455,2024-04-29,363,3,11,4,8,474,267,3792,1656,West,GERMANY,2024,2024,Tablet,207.0,Monday,April
14456,2023-07-27,466,5,3,4,4,943,873,3772,280,West,GERMANY,2023,2023,Headphones,70.0,Thursday,July
14457,2023-11-15,15,3,15,3,2,474,296,948,356,East,INDIA,2023,2023,Tablet,178.0,Wednesday,November
14458,2024-02-19,321,2,20,2,15,787,618,11805,2535,South,GERMANY,2024,2024,Smartphone,169.0,Monday,February
14459,2024-10-22,816,3,2,4,10,474,247,4740,2270,West,GERMANY,2024,2024,Tablet,227.0,Tuesday,October
14460,2024-09-28,919,4,20,1,14,1270,1032,17780,3332,North,USA,2024,2024,Monitor,238.0,Saturday,September
14461,2023-08-26,50,3,18,2,8,474,290,3792,1472,South,GERMANY,2023,2023,Tablet,184.0,Saturday,August
14462,2024-09-06,47,1,9,2,15,1318,1193,19770,1875,South,GERMANY,2024,2024,Laptop,125.0,Friday,September
14463,2024-07-09,313,4,13,2,10,1270,1141,12700,1290,South,GERMANY,2024,2024,Monitor,129.0,Tuesday,July
14464,2023-12-23,105,5,18,2,15,943,893,14145,750,South,GERMANY,2023,2023,Headphones,50.0,Saturday,December
14465,2024-01-16,961,6,15,3,6,489,415,2934,444,East,INDIA,2024,2024,Printer,74.0,Tuesday,January
14466,2023-11-25,518,4,6,4,5,1270,1120,6350,750,West,GERMANY,2023,2023,Monitor,150.0,Saturday,November
14467,2024-09-16,461,2,17,3,4,787,663,3148,496,East,INDIA,2024,2024,Smartphone,124.0,Monday,September
14468,2024-04-23,237,3,5,4,4,474,371,1896,412,West,GERMANY,2024,2024,Tablet,103.0,Tuesday,April
14469,2023-05-29,91,6,13,4,14,489,219,6846,3780,West,GERMANY,2023,2023,Printer,270.0,Monday,May
14470,2024-11-09,9,2,4,2,2,787,543,1574,488,South,GERMANY,2024,2024,Smartphone,244.0,Saturday,November
14471,2024-09-04,56,1,12,1,12,1318,1255,15816,756,North,USA,2024,2024,Laptop,63.0,Wednesday,September
14472,2025-02-12,885,2,5,1,1,787,487,787,300,North,USA,2025,2025,Smartphone,300.0,Wednesday,February
14473,2024-01-16,452,2,12,3,15,787,690,11805,1455,East,INDIA,2024,2024,Smartphone,97.0,Tuesday,January
14474,2023-05-12,102,3,8,2,10,474,391,4740,830,South,GERMANY,2023,2023,Tablet,83.0,Friday,May
14475,2024-09-03,448,4,20,4,11,1270,1143,13970,1397,West,GERMANY,2024,2024,Monitor,127.0,Tuesday,September
14476,2023-05-24,983,5,4,1,2,943,887,1886,112,North,USA,2023,2023,Headphones,56.0,Wednesday,May
14477,2024-02-06,446,5,11,1,7,943,882,6601,427,North,USA,2024,2024,Headphones,61.0,Tuesday,February
14478,2025-01-21,440,1,6,3,11,1318,1236,14498,902,East,INDIA,2025,2025,Laptop,82.0,Tuesday,January
14479,2025-03-24,322,6,9,3,9,489,374,4401,1035,East,INDIA,2025,2025,Printer,115.0,Monday,March
14480,2024-04-12,122,5,6,3,8,943,691,7544,2016,East,INDIA,2024,2024,Headphones,252.0,Friday,April
14481,2023-11-24,603,3,2,2,14,474,269,6636,2870,South,GERMANY,2023,2023,Tablet,205.0,Friday,November
14482,2024-10-18,519,3,11,2,4,474,201,1896,1092,South,GERMANY,2024,2024,Tablet,273.0,Friday,October
14483,2024-01-20,482,5,12,3,12,943,731,11316,2544,East,INDIA,2024,2024,Headphones,212.0,Saturday,January
14484,2024-11-07,918,6,16,2,10,489,412,4890,770,South,GERMANY,2024,2024,Printer,77.0,Thursday,November
14485,2024-06-18,638,4,16,1,5,1270,1209,6350,305,North,USA,2024,2024,Monitor,61.0,Tuesday,June
14486,2023-06-09,428,5,12,1,12,943,784,11316,1908,North,USA,2023,2023,Headphones,159.0,Friday,June
14487,2024-05-17,709,1,16,1,1,1318,1244,1318,74,North,USA,2024,2024,Laptop,74.0,Friday,May
14488,2024-03-25,824,4,10,4,6,1270,973,7620,1782,West,GERMANY,2024,2024,Monitor,297.0,Monday,March
14489,2024-03-27,887,5,1,4,4,943,749,3772,776,West,GERMANY,2024,2024,Headphones,194.0,Wednesday,March
14490,2024-01-04,357,6,10,3,14,489,250,6846,3346,East,INDIA,2024,2024,Printer,239.0,Thursday,January
14491,2024-06-25,174,4,18,2,1,1270,1100,1270,170,South,GERMANY,2024,2024,Monitor,170.0,Tuesday,June
14492,2024-04-28,903,3,4,1,13,474,414,6162,780,North,USA,2024,2024,Tablet,60.0,Sunday,April
14493,2024-06-12,639,6,18,3,12,489,303,5868,2232,East,INDIA,2024,2024,Printer,186.0,Wednesday,June
14494,2023-12-24,182,5,11,4,11,943,683,10373,2860,West,GERMANY,2023,2023,Headphones,260.0,Sunday,December
14495,2023-08-04,49,1,3,2,8,1318,1219,10544,792,South,GERMANY,2023,2023,Laptop,99.0,Friday,August
14496,2023-10-29,569,2,14,2,5,787,734,3935,265,South,GERMANY,2023,2023,Smartphone,53.0,Sunday,October
14497,2024-07-03,889,1,4,1,4,1318,1233,5272,340,North,USA,2024,2024,Laptop,85.0,Wednesday,July
14498,2024-10-05,922,3,3,4,13,474,381,6162,1209,West,GERMANY,2024,2024,Tablet,93.0,Saturday,October
14499,2023-11-16,251,3,20,2,1,474,351,474,123,South,GERMANY,2023,2023,Tablet,123.0,Thursday,November
14500,2023-08-07,420,2,15,3,1,787,575,787,212,East,INDIA,2023,2023,Smartphone,212.0,Monday,August
14501,2023-09-22,452,4,10,4,15,1270,1055,19050,3225,West,GERMANY,2023,2023,Monitor,215.0,Friday,September
14502,2024-04-25,809,3,13,2,1,474,321,474,153,South,GERMANY,2024,2024,Tablet,153.0,Thursday,April
14503,2024-04-09,196,5,18,3,15,943,749,14145,2910,East,INDIA,2024,2024,Headphones,194.0,Tuesday,April
14504,2023-06-12,213,4,19,4,11,1270,1165,13970,1155,West,GERMANY,2023,2023,Monitor,105.0,Monday,June
14505,2024-05-25,191,3,11,2,12,474,246,5688,2736,South,GERMANY,2024,2024,Tablet,228.0,Saturday,May
14506,2024-06-26,574,3,13,3,8,474,228,3792,1968,East,INDIA,2024,2024,Tablet,246.0,Wednesday,June
14507,2024-12-27,737,4,9,3,4,1270,1132,5080,552,East,INDIA,2024,2024,Monitor,138.0,Friday,December
14508,2023-11-05,139,2,12,4,9,787,498,7083,2601,West,GERMANY,2023,2023,Smartphone,289.0,Sunday,November
14509,2023-10-06,604,6,13,2,2,489,303,978,372,South,GERMANY,2023,2023,Printer,186.0,Friday,October
14510,2024-02-02,857,4,18,2,3,1270,973,3810,891,South,GERMANY,2024,2024,Monitor,297.0,Friday,February
14511,2024-08-20,38,4,3,4,11,1270,977,13970,3223,West,GERMANY,2024,2024,Monitor,293.0,Tuesday,August
14512,2023-12-15,916,2,2,4,14,787,555,11018,3248,West,GERMANY,2023,2023,Smartphone,232.0,Friday,December
14513,2024-06-29,158,1,12,4,4,1318,1031,5272,1148,West,GERMANY,2024,2024,Laptop,287.0,Saturday,June
14514,2023-09-21,732,1,13,2,5,1318,1101,6590,1085,South,GERMANY,2023,2023,Laptop,217.0,Thursday,September
14515,2024-09-12,264,3,7,2,11,474,398,5214,836,South,GERMANY,2024,2024,Tablet,76.0,Thursday,September
14516,2025-04-18,483,3,7,1,2,474,223,948,502,North,USA,2025,2025,Tablet,251.0,Friday,April
14517,2025-03-15,412,3,13,3,6,474,216,2844,1548,East,INDIA,2025,2025,Tablet,258.0,Saturday,March
14518,2025-01-02,267,6,7,3,10,489,247,4890,2420,East,INDIA,2025,2025,Printer,242.0,Thursday,January
14519,2023-08-14,984,6,3,4,13,489,364,6357,1625,West,GERMANY,2023,2023,Printer,125.0,Monday,August
14520,2025-04-20,211,1,14,1,6,1318,1090,7908,1368,North,USA,2025,2025,Laptop,228.0,Sunday,April
14521,2023-11-21,98,2,11,2,3,787,677,2361,330,South,GERMANY,2023,2023,Smartphone,110.0,Tuesday,November
14522,2024-02-12,817,1,1,3,3,1318,1221,3954,291,East,INDIA,2024,2024,Laptop,97.0,Monday,February
14523,2023-08-13,521,6,14,1,12,489,210,5868,3348,North,USA,2023,2023,Printer,279.0,Sunday,August
14524,2023-12-15,643,3,19,2,3,474,353,1422,363,South,GERMANY,2023,2023,Tablet,121.0,Friday,December
14525,2025-02-06,167,3,16,4,6,474,349,2844,750,West,GERMANY,2025,2025,Tablet,125.0,Thursday,February
14526,2025-01-20,636,1,18,3,8,1318,1194,10544,992,East,INDIA,2025,2025,Laptop,124.0,Monday,January
14527,2024-12-14,66,2,10,2,8,787,505,6296,2256,South,GERMANY,2024,2024,Smartphone,282.0,Saturday,December
14528,2024-06-30,781,2,6,2,9,787,494,7083,2637,South,GERMANY,2024,2024,Smartphone,293.0,Sunday,June
14529,2024-06-26,845,3,17,4,10,474,288,4740,1860,West,GERMANY,2024,2024,Tablet,186.0,Wednesday,June
14530,2023-08-07,106,4,10,2,10,1270,1051,12700,2190,South,GERMANY,2023,2023,Monitor,219.0,Monday,August
14531,2024-03-02,668,6,14,3,12,489,406,5868,996,East,INDIA,2024,2024,Printer,83.0,Saturday,March
14532,2025-03-14,888,3,16,2,14,474,199,6636,3850,South,GERMANY,2025,2025,Tablet,275.0,Friday,March
14533,2023-05-19,623,5,4,1,8,943,771,7544,1376,North,USA,2023,2023,Headphones,172.0,Friday,May
14534,2024-10-03,364,3,9,3,1,474,423,474,51,East,INDIA,2024,2024,Tablet,51.0,Thursday,October
14535,2023-09-30,929,4,20,2,11,1270,1050,13970,2420,South,GERMANY,2023,2023,Monitor,220.0,Saturday,September
14536,2025-03-20,693,5,14,4,12,943,865,11316,936,West,GERMANY,2025,2025,Headphones,78.0,Thursday,March
14537,2024-02-14,591,5,8,4,5,943,795,4715,740,West,GERMANY,2024,2024,Headphones,148.0,Wednesday,February
14538,2025-01-22,784,4,5,2,6,1270,1051,7620,1314,South,GERMANY,2025,2025,Monitor,219.0,Wednesday,January
14539,2023-11-15,370,6,11,1,14,489,251,6846,3332,North,USA,2023,2023,Printer,238.0,Wednesday,November
14540,2024-01-02,206,6,8,2,2,489,388,978,202,South,GERMANY,2024,2024,Printer,101.0,Tuesday,January
14541,2023-07-29,938,2,10,2,7,787,729,5509,406,South,GERMANY,2023,2023,Smartphone,58.0,Saturday,July
14542,2024-05-19,726,6,17,3,3,489,361,1467,384,East,INDIA,2024,2024,Printer,128.0,Sunday,May
14543,2024-03-31,951,5,13,2,4,943,731,3772,848,South,GERMANY,2024,2024,Headphones,212.0,Sunday,March
14544,2024-10-31,213,3,15,1,15,474,279,7110,2925,North,USA,2024,2024,Tablet,195.0,Thursday,October
14545,2025-02-09,829,5,4,4,8,943,695,7544,1984,West,GERMANY,2025,2025,Headphones,248.0,Sunday,February
14546,2024-02-05,591,5,1,4,3,943,811,2829,396,West,GERMANY,2024,2024,Headphones,132.0,Monday,February
14547,2024-01-03,206,2,3,2,8,787,634,6296,1224,South,GERMANY,2024,2024,Smartphone,153.0,Wednesday,January
14548,2024-03-18,514,4,12,3,5,1270,1124,6350,730,East,INDIA,2024,2024,Monitor,146.0,Monday,March
14549,2023-07-28,307,3,17,1,7,474,192,3318,1974,North,USA,2023,2023,Tablet,282.0,Friday,July
14550,2025-01-23,417,3,14,3,3,474,418,1422,168,East,INDIA,2025,2025,Tablet,56.0,Thursday,January
14551,2023-11-26,345,2,19,4,14,787,695,11018,1288,West,GERMANY,2023,2023,Smartphone,92.0,Sunday,November
14552,2023-07-22,999,1,11,3,13,1318,1226,17134,1196,East,INDIA,2023,2023,Laptop,92.0,Saturday,July
14553,2023-07-26,187,2,16,4,10,787,532,7870,2550,West,GERMANY,2023,2023,Smartphone,255.0,Wednesday,July
14554,2024-09-18,225,5,9,4,14,943,643,13202,4200,West,GERMANY,2024,2024,Headphones,300.0,Wednesday,September
14555,2024-12-21,901,5,11,4,15,943,755,14145,2820,West,GERMANY,2024,2024,Headphones,188.0,Saturday,December
14556,2024-07-29,517,3,18,3,10,474,408,4740,660,East,INDIA,2024,2024,Tablet,66.0,Monday,July
14557,2024-09-27,864,1,15,2,13,1318,1187,17134,1703,South,GERMANY,2024,2024,Laptop,131.0,Friday,September
14558,2023-07-30,731,5,15,4,4,943,748,3772,780,West,GERMANY,2023,2023,Headphones,195.0,Sunday,July
14559,2023-06-01,92,2,2,4,11,787,511,8657,3036,West,GERMANY,2023,2023,Smartphone,276.0,Thursday,June
14560,2024-09-26,24,4,11,2,6,1270,971,7620,1794,South,GERMANY,2024,2024,Monitor,299.0,Thursday,September
14561,2023-07-23,333,6,13,4,3,489,197,1467,876,West,GERMANY,2023,2023,Printer,292.0,Sunday,July
14562,2023-12-20,59,6,10,2,5,489,287,2445,1010,South,GERMANY,2023,2023,Printer,202.0,Wednesday,December
14563,2024-10-11,555,5,10,4,1,943,653,943,290,West,GERMANY,2024,2024,Headphones,290.0,Friday,October
14564,2024-12-29,97,4,16,2,5,1270,1203,6350,335,South,GERMANY,2024,2024,Monitor,67.0,Sunday,December
14565,2024-04-30,495,2,7,1,1,787,554,787,233,North,USA,2024,2024,Smartphone,233.0,Tuesday,April
14566,2025-03-08,677,4,2,3,10,1270,1170,12700,1000,East,INDIA,2025,2025,Monitor,100.0,Saturday,March
14567,2023-10-26,244,6,5,4,12,489,432,5868,684,West,GERMANY,2023,2023,Printer,57.0,Thursday,October
14568,2024-07-21,124,4,7,1,10,1270,1064,12700,2060,North,USA,2024,2024,Monitor,206.0,Sunday,July
14569,2024-09-15,287,2,19,2,14,787,725,11018,868,South,GERMANY,2024,2024,Smartphone,62.0,Sunday,September
14570,2024-09-30,182,5,19,3,8,943,702,7544,1928,East,INDIA,2024,2024,Headphones,241.0,Monday,September
14571,2024-10-16,281,3,18,4,14,474,337,6636,1918,West,GERMANY,2024,2024,Tablet,137.0,Wednesday,October
14572,2025-03-25,57,6,9,1,2,489,270,978,438,North,USA,2025,2025,Printer,219.0,Tuesday,March
14573,2023-07-07,423,3,14,3,2,474,336,948,276,East,INDIA,2023,2023,Tablet,138.0,Friday,July
14574,2024-09-06,858,4,13,2,1,1270,1115,1270,155,South,GERMANY,2024,2024,Monitor,155.0,Friday,September
14575,2023-09-15,834,2,4,4,11,787,644,8657,1573,West,GERMANY,2023,2023,Smartphone,143.0,Friday,September
14576,2025-02-08,827,4,15,4,15,1270,995,19050,4125,West,GERMANY,2025,2025,Monitor,275.0,Saturday,February
14577,2024-07-28,570,6,17,1,3,489,244,1467,735,North,USA,2024,2024,Printer,245.0,Sunday,July
14578,2024-06-03,150,5,19,3,7,943,715,6601,1596,East,INDIA,2024,2024,Headphones,228.0,Monday,June
14579,2025-02-01,148,2,18,3,7,787,519,5509,1876,East,INDIA,2025,2025,Smartphone,268.0,Saturday,February
14580,2024-09-24,232,5,4,4,3,943,756,2829,561,West,GERMANY,2024,2024,Headphones,187.0,Tuesday,September
14581,2023-11-05,922,3,4,2,3,474,386,1422,264,South,GERMANY,2023,2023,Tablet,88.0,Sunday,November
14582,2025-05-06,171,2,18,4,11,787,737,8657,550,West,GERMANY,2025,2025,Smartphone,50.0,Tuesday,May
14583,2025-01-21,697,6,10,4,5,489,434,2445,275,West,GERMANY,2025,2025,Printer,55.0,Tuesday,January
14584,2024-01-05,160,5,3,1,6,943,700,5658,1458,North,USA,2024,2024,Headphones,243.0,Friday,January
14585,2024-06-13,126,2,11,2,2,787,543,1574,488,South,GERMANY,2024,2024,Smartphone,244.0,Thursday,June
14586,2023-11-17,163,2,9,1,1,787,684,787,103,North,USA,2023,2023,Smartphone,103.0,Friday,November
14587,2023-12-11,675,4,19,3,2,1270,1170,2540,200,East,INDIA,2023,2023,Monitor,100.0,Monday,December
14588,2024-07-15,863,5,6,3,11,943,762,10373,1991,East,INDIA,2024,2024,Headphones,181.0,Monday,July
14589,2025-04-01,994,4,18,4,2,1270,1173,2540,194,West,GERMANY,2025,2025,Monitor,97.0,Tuesday,April
14590,2024-11-08,255,1,11,1,5,1318,1253,6590,325,North,USA,2024,2024,Laptop,65.0,Friday,November
14591,2023-05-13,736,5,16,4,10,943,816,9430,1270,West,GERMANY,2023,2023,Headphones,127.0,Saturday,May
14592,2024-10-11,413,3,19,3,3,474,358,1422,348,East,INDIA,2024,2024,Tablet,116.0,Friday,October
14593,2023-07-22,862,5,17,4,1,943,738,943,205,West,GERMANY,2023,2023,Headphones,205.0,Saturday,July
14594,2023-08-19,625,5,7,4,4,943,845,3772,392,West,GERMANY,2023,2023,Headphones,98.0,Saturday,August
14595,2024-04-27,605,6,11,4,1,489,237,489,252,West,GERMANY,2024,2024,Printer,252.0,Saturday,April
14596,2024-05-09,468,5,20,2,5,943,733,4715,1050,South,GERMANY,2024,2024,Headphones,210.0,Thursday,May
14597,2023-07-03,664,4,19,2,3,1270,1219,3810,153,South,GERMANY,2023,2023,Monitor,51.0,Monday,July
14598,2023-08-20,363,5,12,4,2,943,710,1886,466,West,GERMANY,2023,2023,Headphones,233.0,Sunday,August
14599,2025-03-25,247,6,18,2,11,489,351,5379,1518,South,GERMANY,2025,2025,Printer,138.0,Tuesday,March
14600,2024-04-14,44,3,2,1,9,474,337,4266,1233,North,USA,2024,2024,Tablet,137.0,Sunday,April
14601,2024-05-21,805,4,1,3,5,1270,1105,6350,825,East,INDIA,2024,2024,Monitor,165.0,Tuesday,May
14602,2024-10-29,172,1,7,4,13,1318,1161,17134,2041,West,GERMANY,2024,2024,Laptop,157.0,Tuesday,October
14603,2023-07-27,733,2,17,1,2,787,513,1574,548,North,USA,2023,2023,Smartphone,274.0,Thursday,July
14604,2025-04-16,16,2,16,3,14,787,685,11018,1428,East,INDIA,2025,2025,Smartphone,102.0,Wednesday,April
14605,2024-01-11,481,5,13,1,14,943,762,13202,2534,North,USA,2024,2024,Headphones,181.0,Thursday,January
14606,2024-03-01,187,3,13,1,2,474,324,948,300,North,USA,2024,2024,Tablet,150.0,Friday,March
14607,2024-09-20,663,3,16,2,3,474,307,1422,501,South,GERMANY,2024,2024,Tablet,167.0,Friday,September
14608,2024-05-30,515,1,1,3,6,1318,1228,7908,540,East,INDIA,2024,2024,Laptop,90.0,Thursday,May
14609,2024-01-24,513,6,6,2,9,489,346,4401,1287,South,GERMANY,2024,2024,Printer,143.0,Wednesday,January
14610,2023-10-05,250,5,15,3,9,943,723,8487,1980,East,INDIA,2023,2023,Headphones,220.0,Thursday,October
14611,2025-02-07,607,1,20,2,7,1318,1168,9226,1050,South,GERMANY,2025,2025,Laptop,150.0,Friday,February
14612,2025-02-12,552,5,10,2,10,943,805,9430,1380,South,GERMANY,2025,2025,Headphones,138.0,Wednesday,February
14613,2024-08-16,27,3,7,3,6,474,332,2844,852,East,INDIA,2024,2024,Tablet,142.0,Friday,August
14614,2023-05-10,10,4,9,4,8,1270,1127,10160,1144,West,GERMANY,2023,2023,Monitor,143.0,Wednesday,May
14615,2025-02-12,591,5,17,2,11,943,786,10373,1727,South,GERMANY,2025,2025,Headphones,157.0,Wednesday,February
14616,2024-08-07,855,2,1,1,2,787,602,1574,370,North,USA,2024,2024,Smartphone,185.0,Wednesday,August
14617,2023-07-20,315,2,4,4,14,787,524,11018,3682,West,GERMANY,2023,2023,Smartphone,263.0,Thursday,July
14618,2024-10-17,98,1,16,1,3,1318,1166,3954,456,North,USA,2024,2024,Laptop,152.0,Thursday,October
14619,2024-04-21,515,4,2,1,5,1270,1145,6350,625,North,USA,2024,2024,Monitor,125.0,Sunday,April
14620,2023-12-11,900,4,20,3,3,1270,1077,3810,579,East,INDIA,2023,2023,Monitor,193.0,Monday,December
14621,2023-12-03,875,2,10,3,3,787,643,2361,432,East,INDIA,2023,2023,Smartphone,144.0,Sunday,December
14622,2024-05-19,129,6,6,3,14,489,243,6846,3444,East,INDIA,2024,2024,Printer,246.0,Sunday,May
14623,2024-07-22,846,1,18,4,1,1318,1029,1318,289,West,GERMANY,2024,2024,Laptop,289.0,Monday,July
14624,2025-04-12,258,2,18,2,14,787,657,11018,1820,South,GERMANY,2025,2025,Smartphone,130.0,Saturday,April
14625,2023-11-19,557,2,3,2,4,787,625,3148,648,South,GERMANY,2023,2023,Smartphone,162.0,Sunday,November
14626,2023-05-17,4,4,6,3,5,1270,1024,6350,1230,East,INDIA,2023,2023,Monitor,246.0,Wednesday,May
14627,2025-04-14,392,3,13,2,7,474,227,3318,1729,South,GERMANY,2025,2025,Tablet,247.0,Monday,April
14628,2024-06-18,527,6,15,2,11,489,393,5379,1056,South,GERMANY,2024,2024,Printer,96.0,Tuesday,June
14629,2023-05-08,864,1,8,1,3,1318,1105,3954,639,North,USA,2023,2023,Laptop,213.0,Monday,May
14630,2024-09-28,216,5,19,1,7,943,818,6601,875,North,USA,2024,2024,Headphones,125.0,Saturday,September
14631,2023-10-03,758,3,12,1,7,474,229,3318,1715,North,USA,2023,2023,Tablet,245.0,Tuesday,October
14632,2023-05-29,834,5,19,3,4,943,672,3772,1084,East,INDIA,2023,2023,Headphones,271.0,Monday,May
14633,2025-01-12,158,1,5,3,1,1318,1208,1318,110,East,INDIA,2025,2025,Laptop,110.0,Sunday,January
14634,2025-01-19,658,6,14,1,14,489,364,6846,1750,North,USA,2025,2025,Printer,125.0,Sunday,January
14635,2025-03-18,247,3,4,3,14,474,315,6636,2226,East,INDIA,2025,2025,Tablet,159.0,Tuesday,March
14636,2024-12-14,288,5,3,1,5,943,644,4715,1495,North,USA,2024,2024,Headphones,299.0,Saturday,December
14637,2024-06-27,740,2,13,2,10,787,553,7870,2340,South,GERMANY,2024,2024,Smartphone,234.0,Thursday,June
14638,2024-08-11,133,1,9,1,13,1318,1103,17134,2795,North,USA,2024,2024,Laptop,215.0,Sunday,August
14639,2024-11-26,321,4,14,2,4,1270,1127,5080,572,South,GERMANY,2024,2024,Monitor,143.0,Tuesday,November
14640,2023-09-08,95,5,16,3,4,943,684,3772,1036,East,INDIA,2023,2023,Headphones,259.0,Friday,September
14641,2023-09-13,456,1,1,1,15,1318,1118,19770,3000,North,USA,2023,2023,Laptop,200.0,Wednesday,September
14642,2024-07-19,272,2,13,2,15,787,601,11805,2790,South,GERMANY,2024,2024,Smartphone,186.0,Friday,July
14643,2024-09-11,695,6,1,4,3,489,428,1467,183,West,GERMANY,2024,2024,Printer,61.0,Wednesday,September
14644,2023-06-10,707,3,20,4,9,474,394,4266,720,West,GERMANY,2023,2023,Tablet,80.0,Saturday,June
14645,2025-03-06,808,6,11,4,15,489,396,7335,1395,West,GERMANY,2025,2025,Printer,93.0,Thursday,March
14646,2024-03-14,650,1,5,2,15,1318,1142,19770,2640,South,GERMANY,2024,2024,Laptop,176.0,Thursday,March
14647,2023-11-26,847,2,20,1,7,787,543,5509,1708,North,USA,2023,2023,Smartphone,244.0,Sunday,November
14648,2025-02-08,987,6,20,4,13,489,211,6357,3614,West,GERMANY,2025,2025,Printer,278.0,Saturday,February
